EAN,PRODUTO,REFERENCIA,DESCRICAO,COR,TAMANHO,ESTOQUE,LOCALIZADOR
9000005116721,538127,231004021,BLUSA PLANA ESTAMPADA,ESTAMPAS DIVERSAS,GG,0,NAO INFORMADO
9000004935071,523296,131003551,T-SHIRT LISA SLUB C/ DET. DE PREGAS,CORAL,M,0,42 01 04
9000005134145,539763,131003730,T-SHIRT LISA EM CREPE C/ MANGA PESPONTADA,MOSTARDA,XG,0,05 12 06
9000005125112,538909,133000863,CALÇA AZULEJO MÁLAGA COM ELÁSTICO,ESTAMPADO,40,0,03 08 06
9000005170990,542466,235001241,SHORT SAIA PLANO COM DET. DE VIÉS NO BOLSO,NATURAL,36,0,06 03 06
9000005156857,541350,232001953,VESTIDO PLANO LISO MANGA LONGA GODÊ,AZUL,GG,0,06 12 05
9000005163671,541871,233000267,CALÇA PLANA CARGO LISA,PINK,36,0,07 11 05
9000005168966,542287,233000270,CALÇA PLANA LISA AMPLA,AZUL,42,0,06 02 05
9000005136439,539950,235001235,SHORT PLANO ESTAMPA FÁBULA,ESTAMPADO,P,0,06 01 05
9000005122371,538651,135001009,BERMUDA EM LINHO COM VIVO LATERAL,AMARELO,42,0,03 01 05
9000005092490,536065,231003984,T-SHIRT CROPPED ESTAMPADA,ESTAMPADO,G,0,10 12 04
9000005092513,536067,231003984,T-SHIRT CROPPED ESTAMPADA,ESTAMPADO,XG,0,10 12 04
9000005145929,540636,132001474,VESTIDO LONGUETE COQUEIRO,BEGE,G,0,03 12 04
9000005031758,531215,131003718,T-SHIRT LISA C/ DET. DE PREGA NA MANGA,AMARELO,GG,0,10 07 04
9000005129219,539272,231003979,CROPPED PLANA LISA COM DET AVIAMENTO DECOTE,ROSA,G,0,08 05 04
9000005129233,539273,231003979,CROPPED PLANA LISA COM DET AVIAMENTO DECOTE,ROSA,GG,0,08 05 04
9000004980583,527084,133000807,CALÇA FLOW LISA C/ PREGA NA FRENTE,VERDE,46,0,11 04 04
9000005051381,532802,133000807,CALÇA FLOW LISA C/ PREGA NA FRENTE,BEGE,46,0,11 04 04
9000005121473,538589,232001918,VESTIDO PLANO LONGO LISO C/ ELÁSTICO CINTURA,NUDE,GG,0,10 12 03
9000005216810,546032,233000271,CALÇA PLANA LISA COM DET. DE VIÉS NO BOLSO,VERDE,36,0,07 09 03
9000005104308,537095,137000624,MACACÃO LISO MANGA AMPLA COM ZÍPER COSTA,AZUL,M,0,05 09 03
9000005045212,532358,135000982,BERMUDA AMPLA LISA EM VISCOSE C/ VIVO,OFF WHITE,36,0,11 08 03
9000005045229,532359,135000982,BERMUDA AMPLA LISA EM VISCOSE C/ VIVO,OFF WHITE,38,0,11 08 03
9000005124405,538838,132001457,T-DRESS CERRO DE LA PLATA,ESTAMPADO,G,0,02 04 03
9000005019909,530112,231003920,REGATA LISA CAVA VERÃO,DIVERSOS,G,0,10 12 02
9000005019992,530116,231003921,T-SHIRT LISA EM CREPE COM PREGAS NA MANGA,DIVERSOS,M,0,10 12 02
9000005106722,537335,231003994,REGATA CAVA VERÃO ESTAMPADA TWILL,ESTAMPAS DIVERSAS,M,0,10 12 02
9000005114154,537958,233000262,CALÇA PLANA PANTALONA ESTAMPA PLUMÉRIA,ESTAMPADO,M,0,10 12 02
9000005154716,541213,131003901,T-SHIRT VILLA COQUEIRO C/ VIVO,ESTAMPADO,GG,0,01 06 02
9000005014096,529580,131003699,T-SHIRT LISA GOLA PADRE C/ MANGA COPINHO,ROSE,P,0,10 04 02
9000005038207,531695,231003924,BLUSA PLANA MANGA BUFANTE ESTAMPADA,ESTAMPADO,GG,0,10 12 01
9000005098737,536595,231003990,REGATA ESTAMPADA C/ ALÇA LARGA,ESTAMPADO,PP,0,10 12 01
9000005098744,536596,231003990,REGATA ESTAMPADA C/ ALÇA LARGA,ESTAMPADO,P,0,10 12 01
9000005098782,536600,231003990,REGATA ESTAMPADA C/ ALÇA LARGA,ESTAMPADO,XG,0,10 12 01
9000005115250,538030,231004011,T-SHIRT ESTAMPADA EM CREPE,ESTAMPAS DIVERSAS,XG,0,10 12 01
9000005072775,534577,133000843,CALÇA PANTALONA LISA C/ BOLSO,DIVERSOS,42,0,10 11 01
9000004959381,525435,322000246,VESTIDO MALHA CURTO LISO ALÇA LARGA,MOSTARDA,4,0,35 02 04
9000004956489,525131,121001829,BLUSA DE MALHA C/ OMBREIRA E PEDRARIA FRENTE,BRANCO,GG,6,11 09 02
9000004992012,527907,131003665,T-SHIRT LISA EM VISCOSE C/ VIVO,AMARELO,GG,4,11 09 02
9000005035466,531424,133000802,PANTALONA LISA DOBBY C/ BRAGUILHA TRANSPASSADA,PRETO,40,6,11 09 02
9000005035480,531425,133000802,PANTALONA LISA DOBBY C/ BRAGUILHA TRANSPASSADA,PRETO,42,1,11 09 02
9000004966020,526016,131003640,BLUSA LISA DOBBY COM PREGAS NA MANGA,BEGE,GG,2,11 09 01
9000004978269,526870,131003650,REGATA PLISSADA FLORAL BEIRA MAR,ESTAMPADO,GG,22,11 09 01
9000005069478,534282,132001396,VESTIDO LONGO LISO EM CREPE C/ MANGA RAGLAN E SAIA RETA,ROSA,M,1,11 08 04
9000005009320,529225,132001396,VESTIDO LONGO LISO EM CREPE C/ MANGA RAGLAN E SAIA RETA,VERMELHO,P,7,11 08 04
9000005009351,529226,132001396,VESTIDO LONGO LISO EM CREPE C/ MANGA RAGLAN E SAIA RETA,VERMELHO,M,2,11 08 04
9000005009382,529227,132001396,VESTIDO LONGO LISO EM CREPE C/ MANGA RAGLAN E SAIA RETA,VERMELHO,G,2,11 08 04
9000005009412,529228,132001396,VESTIDO LONGO LISO EM CREPE C/ MANGA RAGLAN E SAIA RETA,VERMELHO,GG,1,11 08 04
9000005024255,530507,121001844,T-SHIRT MALHA C/ PEDRARIA FRENTE E MANGA,BRANCO,GG,3,11 08 03
9000005024316,530513,121001845,T-SHIRT C/ MANGA ACETINADA C/ PEDRARIA OURO FRENTE,BRANCO,GG,11,11 08 03
9000004993613,528044,131003668,BLUSA PRAIA MANSA C/ AMARRAÇÃO COSTA,ESTAMPADO,GG,3,11 08 03
9000004989005,527687,132001372,VESTIDO MIDI LISO ALFAIATARIA C/ DET. DE DOBRÃO,BEGE,P,2,11 08 03
9000004989098,527690,132001372,VESTIDO MIDI LISO ALFAIATARIA C/ DET. DE DOBRÃO,BEGE,GG,8,11 08 03
9000005035961,531471,133000811,CALÇA PERNA RETA LISA ALFAIATARIA SATIN SHINE,VERDE,40,6,11 08 03
9000004991640,527876,135000982,BERMUDA AMPLA LISA EM VISCOSE C/ VIVO,AMARELO,40,3,11 08 03
9000004991626,527881,135000982,BERMUDA AMPLA LISA EM VISCOSE C/ VIVO,LARANJA,38,2,11 08 03
9000004991657,527882,135000982,BERMUDA AMPLA LISA EM VISCOSE C/ VIVO,LARANJA,40,1,11 08 03
9000005053163,532971,137000612,MACAQUINHO LISO ALFAIATARIA SATIN C/ CINTO,BEGE,GG,5,11 08 03
9000004994597,528121,131003672,T-SHIRT RAGLAN FLOR DA PRAIA,ESTAMPADO,GG,5,11 08 02
9000005022787,530388,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,AMARELO,38,6,11 08 02
9000005022817,530389,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,AMARELO,40,4,11 08 02
9000005022848,530390,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,AMARELO,42,7,11 08 02
9000005022794,530393,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,LARANJA,38,5,11 08 02
9000005022824,530394,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,LARANJA,40,2,11 08 02
9000005022855,530395,134000744,SAIA LONGA LISA EM VISCOSE C/ FENDA FRENTE E TRANÇA,LARANJA,42,2,11 08 02
9000005030003,531082,133000801,CALÇA CARGO LISA RUSTIC,VERDE LIMA,38,14,11 08 01
9000005030010,531083,133000801,CALÇA CARGO LISA RUSTIC,VERDE LIMA,40,8,11 08 01
9000005030027,531084,133000801,CALÇA CARGO LISA RUSTIC,VERDE LIMA,42,1,11 08 01
9000004972298,526475,115002995,SHORT MÉDIO JEANS C/ FAIXA,JEANS,38,27,11 07 05
9000004972304,526476,115002995,SHORT MÉDIO JEANS C/ FAIXA,JEANS,40,9,11 07 05
9000004972311,526477,115002995,SHORT MÉDIO JEANS C/ FAIXA,JEANS,42,7,11 07 05
9000005029366,531018,137000605,MACACÃO LISO ALFAIATARIA COM DET. DE VIÉS LATERAL,AZUL TURQUESA,GG,3,11 07 05
9000005029359,531013,137000605,MACACÃO LISO ALFAIATARIA COM DET. DE VIÉS LATERAL,VERDE,GG,2,11 07 05
9000005097068,536459,131003751,CAMISA MANGA LONGA LISA TWILL,BEGE,P,5,11 07 04
9000005097099,536462,131003751,CAMISA MANGA LONGA LISA TWILL,BEGE,GG,1,11 07 04
9000005044109,532257,137000608,MACAQUINHO FLORAL BEIRA MAR,ESTAMPADO,P,8,11 07 04
9000005044130,532260,137000608,MACAQUINHO FLORAL BEIRA MAR,ESTAMPADO,GG,1,11 07 04
9000005040378,531908,131003641,TOP LISO DOBBY COM ALÇA PESPONTADA,AZUL,GG,3,11 07 03
9000004966396,526053,131003641,TOP LISO DOBBY COM ALÇA PESPONTADA,BEGE,GG,1,11 07 03
9000005040347,531911,131003641,TOP LISO DOBBY COM ALÇA PESPONTADA,PRETO,M,5,11 07 03
9000005040385,531913,131003641,TOP LISO DOBBY COM ALÇA PESPONTADA,PRETO,GG,10,11 07 03
9000005035404,531415,136000412,BLAZER CROPPED ALFAIATARIA LISO,AZUL TURQUESA,GG,3,11 07 03
9000004927762,522729,136000412,BLAZER CROPPED ALFAIATARIA LISO,VERDE,GG,1,11 07 03
9000005027232,530805,127000447,MACACÃO MALHA SEDUCCI,PRATA,P,2,11 07 02
9000005027256,530807,127000447,MACACÃO MALHA SEDUCCI,PRATA,G,2,11 07 02
9000005045120,532346,132001353,VESTIDO LONGO LISO TWILL OMBRO ÚNICO,BEGE,G,1,11 07 02
9000005045144,532347,132001353,VESTIDO LONGO LISO TWILL OMBRO ÚNICO,BEGE,GG,5,11 07 02
9000005045137,532351,132001353,VESTIDO LONGO LISO TWILL OMBRO ÚNICO,VERDE,G,2,11 07 02
9000005045151,532352,132001353,VESTIDO LONGO LISO TWILL OMBRO ÚNICO,VERDE,GG,2,11 07 02
9000004971703,526416,113000894,CALÇA LYCRA PERNA RETA LAV. ESCURA C/ BRILHO LATERAL,JEANS,40,8,11 06 05
9000004971710,526417,113000894,CALÇA LYCRA PERNA RETA LAV. ESCURA C/ BRILHO LATERAL,JEANS,42,15,11 06 05
9000004971994,526445,113000898,CALÇA MOM JEANS C/ TERMOCOLANTE,JEANS,38,12,11 06 04
9000004972007,526446,113000898,CALÇA MOM JEANS C/ TERMOCOLANTE,JEANS,40,8,11 06 04
9000004972014,526447,113000898,CALÇA MOM JEANS C/ TERMOCOLANTE,JEANS,42,15,11 06 04
9000004971512,526397,113000892,CIGARRETE SKINNY LYCRA BLUE DARK C/ DOBRÃO NO BOLSO,JEANS,38,13,11 06 03
9000004971536,526399,113000892,CIGARRETE SKINNY LYCRA BLUE DARK C/ DOBRÃO NO BOLSO,JEANS,42,2,11 06 03
9000004977033,526746,137000606,MACACÃO VELAS ALÇA FINA,ESTAMPADO,GG,5,11 06 03
9000004978092,526853,132001364,VESTIDO LONGO FLORAL BEIRA MAR,ESTAMPADO,GG,3,11 06 02
9000005078791,535057,133000808,PANTALONA LISA FLOW C/ ELÁSTICO,LARANJA,38,3,11 06 02
9000004986516,527494,133000808,PANTALONA LISA FLOW C/ ELÁSTICO,MOSTARDA,40,4,11 06 02
9000004986509,527505,133000808,PANTALONA LISA FLOW C/ ELÁSTICO,VERMELHO,38,4,11 06 02
9000004971765,526422,113000895,CALÇA JEANS FLARE LYCRA BLUE DARK C/ BOLSO VERDUGO,JEANS,40,6,11 06 01
9000004971772,526423,113000895,CALÇA JEANS FLARE LYCRA BLUE DARK C/ BOLSO VERDUGO,JEANS,42,17,11 06 01
9000004978757,526907,131003652,BLUSA LISA EM CREPE GOLA PADRE,BEGE,GG,1,11 05 05
9000004978764,526913,131003652,BLUSA LISA EM CREPE GOLA PADRE,MOSTARDA,GG,1,11 05 05
9000004978795,526914,131003652,BLUSA LISA EM CREPE GOLA PADRE,MOSTARDA,XG,4,11 05 05
9000004978801,526920,131003652,BLUSA LISA EM CREPE GOLA PADRE,ROSA,XG,5,11 05 05
9000004966136,526027,132001355,VESTIDO MIDI LISO DOBBY C/ PALA PESPONTADA,BEGE,GG,3,11 05 05
9000004964477,525861,131003634,TOP ONDAS COM AMARRAÇÃO,ESTAMPADO,G,15,11 05 04
9000004964484,525862,131003634,TOP ONDAS COM AMARRAÇÃO,ESTAMPADO,GG,31,11 05 04
9000004978177,526861,134000743,SAIA LONGUETE PLISSADA FLORAL BEIRA MAR,ESTAMPADO,38,27,11 05 04
9000004978184,526862,134000743,SAIA LONGUETE PLISSADA FLORAL BEIRA MAR,ESTAMPADO,40,23,11 05 04
9000004978191,526863,134000743,SAIA LONGUETE PLISSADA FLORAL BEIRA MAR,ESTAMPADO,42,14,11 05 04
9000004972052,526451,113000899,CALÇA JEANS MOM FIT COM PREGAS FRENTE,JEANS,38,20,11 05 03
9000004972069,526452,113000899,CALÇA JEANS MOM FIT COM PREGAS FRENTE,JEANS,40,16,11 05 03
9000004972076,526453,113000899,CALÇA JEANS MOM FIT COM PREGAS FRENTE,JEANS,42,24,11 05 03
9000004971345,526380,113000890,CALÇA JEANS FLARE C/ RECORTE FRENTE,JEANS,38,18,11 05 02
9000004971352,526381,113000890,CALÇA JEANS FLARE C/ RECORTE FRENTE,JEANS,40,18,11 05 02
9000004971369,526382,113000890,CALÇA JEANS FLARE C/ RECORTE FRENTE,JEANS,42,16,11 05 02
9000005004547,528894,137000617,MACACÃO CORDAS,ESTAMPADO,P,21,11 05 01
9000005004561,528896,137000617,MACACÃO CORDAS,ESTAMPADO,G,6,11 05 01
9000005004578,528897,137000617,MACACÃO CORDAS,ESTAMPADO,GG,7,11 05 01
9000005064886,533916,124000693,SAIA MULLET MALHA FIO LUREX PRATA,AÇO C/ PRATA,42,2,11 04 05
9000004990230,527796,131003663,TOP LISO ALFAIATARIA SATIN SHINE,VERDE,GG,4,11 04 05
9000005025191,530600,132001343,VESTIDO CURTO LISO C/ ABERTURA LATERAL VAZADA,AZUL TURQUESA,GG,2,11 04 05
9000004902066,520670,115002986,SHORT JEANS CURTO C/ PEDRARIA FRENTE,JEANS,38,11,11 04 04
9000004997512,528312,131003676,REGATA LISA TEXTURE C/ FRANZIDO OMBRO,BEGE,GG,1,11 04 04
9000005012436,529438,131003695,TOP SHINE COM DECOTE V E ALÇA DUPLA,PRETO,GG,2,11 04 04
9000004980446,527068,133000807,CALÇA FLOW LISA C/ PREGA NA FRENTE,AMARELO,38,4,11 04 04
9000005069355,534267,137000618,MACACÃO LISO COM CINTO DE TORÇAL,ROSA,M,4,11 04 03
9000005069379,534269,137000618,MACACÃO LISO COM CINTO DE TORÇAL,ROSA,GG,1,11 04 03
9000004970720,526331,115002991,BERMUDA JEANS LAVAGEM DETONADA C/ PEDRARIA FRENTE,JEANS,38,14,11 04 02
9000004970737,526332,115002991,BERMUDA JEANS LAVAGEM DETONADA C/ PEDRARIA FRENTE,JEANS,40,16,11 04 02
9000004970744,526333,115002991,BERMUDA JEANS LAVAGEM DETONADA C/ PEDRARIA FRENTE,JEANS,42,6,11 04 02
9000005063445,533771,133000823,CALÇA ALFAIATARIA PERNA RETA C/ CÓS DUPLO,OFF WHITE,36,7,11 04 02
9000004972236,526469,115002994,SHORT JEANS CURTO COM RECORTES,JEANS,38,22,11 04 01
9000004972243,526470,115002994,SHORT JEANS CURTO COM RECORTES,JEANS,40,25,11 04 01
9000004972250,526471,115002994,SHORT JEANS CURTO COM RECORTES,JEANS,42,19,11 04 01
9000005004844,528924,132001392,VESTIDO LONGUETE CORDAS C/ COSTAS NUA,ESTAMPADO,P,17,11 03 04
9000005004851,528925,132001392,VESTIDO LONGUETE CORDAS C/ COSTAS NUA,ESTAMPADO,M,7,11 03 04
9000005004868,528926,132001392,VESTIDO LONGUETE CORDAS C/ COSTAS NUA,ESTAMPADO,G,16,11 03 04
9000005053378,532990,132001388,VESTIDO MIDI LISO FLOW C/ PREGAS NA PALA,MOSTARDA,P,8,11 03 03
9000005066255,534054,132001399,VESTIDO CURTO LISO ALFAIATARIA C/ DECOTE COSTA,AMARELO,GG,6,11 03 03
9000005066262,534048,132001399,VESTIDO CURTO LISO ALFAIATARIA C/ DECOTE COSTA,CARAMELO,GG,3,11 03 03
9000004971154,526361,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,36,7,11 03 02
9000004971161,526362,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,38,31,11 03 02
9000004971178,526363,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,40,28,11 03 02
9000004971185,526364,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,42,25,11 03 02
9000004971192,526365,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,44,4,11 03 02
9000004971208,526366,113000888,CIGARRETE SKINNY C/ LYCRA C/ BOLSO RELÓGIO,JEANS,46,2,11 03 02
9000004971406,526386,113000891,CIGARRETE SKINNY LYCRA C/ RECORTE E PEDRARIA FRENTE,JEANS,38,23,11 03 01
9000004971413,526387,113000891,CIGARRETE SKINNY LYCRA C/ RECORTE E PEDRARIA FRENTE,JEANS,40,25,11 03 01
9000004971420,526388,113000891,CIGARRETE SKINNY LYCRA C/ RECORTE E PEDRARIA FRENTE,JEANS,42,26,11 03 01
9000005035664,531437,123000866,PANTALONA MALHA SEDUCCI,PRATA,GG,2,11 02 04
9000005023791,530461,131003715,REGATA LISA COM TERMOCOLANTE DE ILHÓS,PRETO,PP,1,11 02 04
9000005023821,530462,131003715,REGATA LISA COM TERMOCOLANTE DE ILHÓS,PRETO,P,2,11 02 04
9000004997604,528326,132001381,VESTIDO CURTO TEXTURE DECOTE,BEGE,P,3,11 02 04
9000004997697,528329,132001381,VESTIDO CURTO TEXTURE DECOTE,BEGE,GG,5,11 02 04
9000005026679,530748,131003638,BLUSA LISA OVERSIZE C/ TERMOCOLANTE,VERDE,M,5,11 02 03
9000005026716,530750,131003638,BLUSA LISA OVERSIZE C/ TERMOCOLANTE,VERDE,GG,4,11 02 03
9000005043683,532215,131003638,BLUSA LISA OVERSIZE C/ TERMOCOLANTE,VERDE LIMA,GG,2,11 02 03
9000004985052,527385,131003657,TOP LISO FLOW COM ALÇA FRUFRU,MOSTARDA,GG,6,11 02 03
9000005078937,535071,131003657,TOP LISO FLOW COM ALÇA FRUFRU,ROSA,GG,2,11 02 03
9000004985076,527397,131003657,TOP LISO FLOW COM ALÇA FRUFRU,VERMELHO,GG,2,11 02 03
9000005053293,532981,131003664,BLUSA C/ AMARRAÇÃO COSTA,AMARELO,G,1,11 02 03
9000005053316,532982,131003664,BLUSA C/ AMARRAÇÃO COSTA,AMARELO,GG,9,11 02 03
9000004991800,527894,131003664,BLUSA C/ AMARRAÇÃO COSTA,LARANJA,GG,6,11 02 03
9000005053323,532987,131003664,BLUSA C/ AMARRAÇÃO COSTA,OFF WHITE,GG,3,11 02 03
9000004971659,526411,113000893,CALÇA SKINNY LYCRA BLUE DARK COM CÓS INTERNO,JEANS,42,2,11 02 02
9000004965320,525946,131003637,T-SHIRT LISA COM GOLA PREGUEADA,VERDE,GG,3,11 02 02
9000005029830,531065,131003637,T-SHIRT LISA COM GOLA PREGUEADA,VERDE LIMA,GG,1,11 02 02
9000004972595,526493,113000901,CIGARRETE SKINNY LYCRA LAVAGEM CLARA C/ RECORTE,JEANS,38,14,11 02 01
9000004972601,526494,113000901,CIGARRETE SKINNY LYCRA LAVAGEM CLARA C/ RECORTE,JEANS,40,17,11 02 01
9000004972618,526495,113000901,CIGARRETE SKINNY LYCRA LAVAGEM CLARA C/ RECORTE,JEANS,42,13,11 02 01
9000005003076,528793,231003886,TOP COM DETALHE DE FIVELA COSTAS,NATURAL,G,0,10 18 02
9000005025658,530645,235001203,SHORT PLANO LISO BÁSICO,PRETO,40,0,10 17 03
9000005114000,537951,231004003,BLUSA PLANA CAVA ESTAMPA PLUMÉRIA,ESTAMPADO,G,0,10 14 01
9000005114093,537956,231004004,BLUSA PLANA CROPPED ESTAMPA PLUMÉRIA,ESTAMPADO,GG,0,10 13 03
9000005111962,537822,231003995,CROPPED PLANO LISO COM AMARRAÇÃO,MARINHO,GG,0,10 13 01
9000005113478,537918,232001922,VESTIDO PLANO CURTO ESTAMPA PLUMÉRIA,ESTAMPADO,GG,0,10 13 01
9000004963883,525816,231003853,CROPPED PLANO ESTAMPA AUDREY,ESTAMPADO,G,3,10 19 04
9000005025207,530602,231003870,BLUSA PLANA LISA COM OMBRO A MOSTRA,PRETO,P,8,10 19 04
9000005025221,530603,231003870,BLUSA PLANA LISA COM OMBRO A MOSTRA,PRETO,M,5,10 19 04
9000005021612,530272,231003869,CROPPED PLANO LISO TRANSPASSADO COM MANGAS BUFANTES,CORAL,M,6,10 19 03
9000005021643,530277,231003869,CROPPED PLANO LISO TRANSPASSADO COM MANGAS BUFANTES,PRETO,G,1,10 19 03
9000005040040,531881,221001691,T-SHIRT MALHA ESTAMPA FOLHAS ROSA,ESTAMPADO,GG,8,10 19 02
9000005025931,530676,232001847,VESTIDO PLANO CURTO BABADO MANGA,CORAL,M,6,10 19 02
9000005018193,529960,233000235,CALÇA PLANA CÓS LISA COM ELÁSTICO,MOSTARDA,M,6,10 19 02
9000004962107,525682,234000982,SAIA PLANA LONGA ESTAMPA AVA,ESTAMPADO,40,12,10 19 02
9000005040149,531886,337000129,MACAQUINHO PLANO EST. MAR DE ESTRELAS,CORAL,10,1,10 19 02
9000005044642,532301,337000131,MACAQUINHO PLANO MANGAS BORDADAS,OFF WHITE,8,4,10 19 02
9000005044659,532302,337000131,MACAQUINHO PLANO MANGAS BORDADAS,OFF WHITE,10,1,10 19 02
9000005044666,532303,337000131,MACAQUINHO PLANO MANGAS BORDADAS,OFF WHITE,12,1,10 19 02
9000004991091,527850,337000131,MACAQUINHO PLANO MANGAS BORDADAS,ROSÊ,8,6,10 19 02
9000004991107,527851,337000131,MACAQUINHO PLANO MANGAS BORDADAS,ROSÊ,10,1,10 19 02
9000004970522,526321,213000823,CALÇA JEANS COM BOLSO CARGO LATERAL,JEANS,38,9,10 19 01
9000004970539,526322,213000823,CALÇA JEANS COM BOLSO CARGO LATERAL,JEANS,40,17,10 19 01
9000004970546,526323,213000823,CALÇA JEANS COM BOLSO CARGO LATERAL,JEANS,42,14,10 19 01
9000004970621,526326,215001028,SHORT JEANS COM TRANSPASSE BASE,JEANS,38,21,10 19 01
9000004970638,526327,215001028,SHORT JEANS COM TRANSPASSE BASE,JEANS,40,19,10 19 01
9000004970645,526328,215001028,SHORT JEANS COM TRANSPASSE BASE,JEANS,42,19,10 19 01
9000005021933,530306,231003880,BLUSA PLANA ALÇA COM PONTEIRA,NUDE,M,2,10 19 01
9000005043966,532240,231003890,CROPPED PLANO LISO COM MANGAS BUFANTES,PRETO,G,2,10 19 01
9000004963722,525808,231003851,BLUSA PLANA CURTA ESTAMPA LOREN,ESTAMPADO,G,2,10 18 04
9000004963739,525809,231003851,BLUSA PLANA CURTA ESTAMPA LOREN,ESTAMPADO,GG,9,10 18 04
9000005027553,530837,231003889,TOP PLANO LISO BUSTO TRANSPASSADO,MOSTARDA,M,13,10 18 04
9000005027560,530838,231003889,TOP PLANO LISO BUSTO TRANSPASSADO,MOSTARDA,G,1,10 18 04
9000005026136,530695,231003889,TOP PLANO LISO BUSTO TRANSPASSADO,PRETO,M,3,10 18 04
9000005026150,530696,231003889,TOP PLANO LISO BUSTO TRANSPASSADO,PRETO,G,3,10 18 04
9000004985588,527420,332000724,VESTIDO PLANO CURTO MANGAS BABADO,BEGE,8,4,10 18 04
9000004985595,527421,332000724,VESTIDO PLANO CURTO MANGAS BABADO,BEGE,10,4,10 18 04
9000004985601,527422,332000724,VESTIDO PLANO CURTO MANGAS BABADO,BEGE,12,3,10 18 04
9000005060949,533597,332000724,VESTIDO PLANO CURTO MANGAS BABADO,CORAL,10,4,10 18 04
9000005060956,533598,332000724,VESTIDO PLANO CURTO MANGAS BABADO,CORAL,12,2,10 18 04
9000004972922,526516,215001032,SHORT JEANS BARRA MULLET,JEANS,38,26,10 18 03
9000004972939,526517,215001032,SHORT JEANS BARRA MULLET,JEANS,40,29,10 18 03
9000004972946,526518,215001032,SHORT JEANS BARRA MULLET,JEANS,42,30,10 18 03
9000005039853,531859,233000234,CALÇA PLANA LISA DETALHE NERVURA CÓS,MOSTARDA,38,3,10 18 03
9000005039877,531860,233000234,CALÇA PLANA LISA DETALHE NERVURA CÓS,MOSTARDA,40,2,10 18 03
9000005039891,531861,233000234,CALÇA PLANA LISA DETALHE NERVURA CÓS,MOSTARDA,42,2,10 18 03
9000005039907,531866,233000234,CALÇA PLANA LISA DETALHE NERVURA CÓS,NUDE,42,1,10 18 03
9000004955215,525040,233000231,CALÇA PLANA PANTALONA ESTAMPA BOUVELARD,ESTAMPADO,40,17,10 18 02
9000005010807,529327,236000325,BLAZER PLANO LISO GOLA SMOKING,CARAMELO,GG,7,10 18 02
9000004972762,526505,215001031,SHORT JEANS COM BOLSO DIFERENCIADO,JEANS,38,20,10 18 01
9000004972779,526506,215001031,SHORT JEANS COM BOLSO DIFERENCIADO,JEANS,40,24,10 18 01
9000004972786,526507,215001031,SHORT JEANS COM BOLSO DIFERENCIADO,JEANS,42,16,10 18 01
9000004963388,525790,232001836,VESTIDO PLANO CURTO ESTAMPA LOREN,ESTAMPADO,P,17,10 17 04
9000004963401,525792,232001836,VESTIDO PLANO CURTO ESTAMPA LOREN,ESTAMPADO,G,3,10 17 04
9000005022732,530382,231003879,CAMISA CROPPED PLANA LISA,PRETO,GG,1,10 17 03
9000005074304,534727,233000239,CALÇA PLANA LISA PANTALONA COM CINTO ELÁSTICO,PINK,38,4,10 17 03
9000005074366,534729,233000239,CALÇA PLANA LISA PANTALONA COM CINTO ELÁSTICO,PINK,42,6,10 17 03
9000004983836,527306,235001203,SHORT PLANO LISO BÁSICO,CORAL,38,5,10 17 03
9000005042389,532090,321000291,T-SHIRT MALHA ESTAMPA LOCAL CALIFORNIA,ESTAMPADO,8,11,10 17 03
9000005042396,532091,321000291,T-SHIRT MALHA ESTAMPA LOCAL CALIFORNIA,ESTAMPADO,10,9,10 17 03
9000005042402,532092,321000291,T-SHIRT MALHA ESTAMPA LOCAL CALIFORNIA,ESTAMPADO,12,5,10 17 03
9000005078166,535002,335000050,SHORT PLANO LISO COM FAIXAS LATERAIS,BORDÔ,8,5,10 17 03
9000005078210,535007,335000050,SHORT PLANO LISO COM FAIXAS LATERAIS,ROSA,8,3,10 17 03
9000005078227,535008,335000050,SHORT PLANO LISO COM FAIXAS LATERAIS,ROSA,10,1,10 17 03
9000005018803,530012,335000051,SHORT PLANO CURTO ESTAMPA JULIE,ESTAMPADO,8,7,10 17 03
9000005018810,530013,335000051,SHORT PLANO CURTO ESTAMPA JULIE,ESTAMPADO,10,8,10 17 03
9000004954812,525023,231003845,CROPPED TRANSPASSADA PLANA ESTAMPA GRETA,ESTAMPADO,G,1,10 17 02
9000004964149,525828,233000232,CALÇA PLANA ESTAMPA LOREN,ESTAMPADO,38,18,10 17 02
